Name,Insurance Number,Reporting Date,Assets,Shares,Liabilities,Net Worth,Revenue,Dividends,Expenses,Net Income
5 Star Community,64878,12/31/2017,30980981,27859467,127628,3029070,1468804,91365,1343912,33527
Swiss Valley Farms,64885,12/31/2005,639952,513431,2728,123793,28793,3776,24352,665
Swiss Valley Farms,64885,12/31/2006,617596,490835,2770,123991,28240,4066,23834,340
Alliant,64886,12/31/2018,126008933,109533170,848994,15596424,6053711,309573,4187631,1243892
Alliant,64886,12/31/2005,47560782,41441164,1122233,4997385,2584455,824476,1593193,166786
Alliant,64886,12/31/2006,51076387,44769763,1160158,5146466,3395765,1303937,1942748,149080
Alliant,64886,12/31/2007,65796629,58734889,1700045,5361695,4043167,1716736,2053102,273329
Alliant,64886,12/31/2008,68935143,61567409,1811154,5556580,4844676,1713849,2935942,194885
Alliant,64886,12/31/2009,79048855,70650475,2000460,6397920,5772255,1565612,2928384,841340
Alliant,64886,12/31/2010,85076558,76963237,898444,7214877,4979239,1246481,2915802,816956
Alliant,64886,12/31/2011,87036154,78228714,738896,8068544,4921102,941236,3126199,853667
Alliant,64886,12/31/2012,91601500,81946178,651699,9003623,4880757,777188,3168489,935080
Alliant,64886,12/31/2013,95373658,85142326,622591,9608741,4523033,602767,3315149,605117
Alliant,64886,12/31/2014,96243645,83784165,2190255,10269225,4531074,513608,3356983,660483
Alliant,64886,12/31/2015,112992976,100161696,827393,12003887,4929337,521148,3785782,622407
Alliant,64886,12/31/2016,116949844,103091921,936021,12921902,5291283,515317,3857951,918015
Alliant,64886,12/31/2017,122313846,107434306,919517,13913362,5527905,247717,4031552,991459
Dubuque Postal Employees,64917,12/31/2018,4615981,4069951,16203,529827,126731,48557,62014,16160
Dubuque Postal Employees,64917,12/31/2005,4258798,3591951,279977,386870,204737,113639,76684,14414
Dubuque Postal Employees,64917,12/31/2006,3722112,3236072,85948,400092,190984,114242,65380,11362
Dubuque Postal Employees,64917,12/31/2007,3495777,3049900,20434,425443,193573,114073,58375,21125
Dubuque Postal Employees,64917,12/31/2008,3882095,3425677,27598,428820,182976,114110,58729,10137
Dubuque Postal Employees,64917,12/31/2009,4484869,4042293,37713,404863,216550,120153,61838,13515
Dubuque Postal Employees,64917,12/31/2010,4993285,4552358,36013,404914,190077,106597,68527,14953
Dubuque Postal Employees,64917,12/31/2011,4774437,4320363,28058,426016,185906,77822,87554,20530
Dubuque Postal Employees,64917,12/31/2012,4662368,4198696,21524,442148,133113,45266,71714,16133
Dubuque Postal Employees,64917,12/31/2013,4455327,3974545,22716,458066,115705,45679,55093,14933
Dubuque Postal Employees,64917,12/31/2014,4396117,3903281,23874,468962,98059,33000,54218,10841
Dubuque Postal Employees,64917,12/31/2015,4312748,3795393,25613,491742,106093,31500,51812,22781
Dubuque Postal Employees,64917,12/31/2016,4236289,3715923,15819,504547,97570,33950,58227,5393
Dubuque Postal Employees,64917,12/31/2017,4512130,3983666,13797,514667,105812,34000,59954,11858
Des Moines Fire Department,64943,12/31/2018,4357975,3524472,0,833503,144625,13171,127541,3913
Des Moines Fire Department,64943,12/31/2005,6441227,5644408,0,796819,303993,131754,143218,29021
Des Moines Fire Department,64943,12/31/2006,6129659,5326589,0,803070,324610,160830,157530,6250
Des Moines Fire Department,64943,12/31/2007,5817032,5009507,0,807525,330221,177453,148314,4454
Des Moines Fire Department,64943,12/31/2008,6092437,5281124,0,811313,284074,127072,153214,3788
Des Moines Fire Department,64943,12/31/2009,6280727,5463048,0,817647,303848,94851,158303,6333
Des Moines Fire Department,64943,12/31/2010,6345549,5524741,32,820776,212728,45527,164071,3130
Des Moines Fire Department,64943,12/31/2011,6153662,5330472,0,823190,216439,40721,173303,2415
Des Moines Fire Department,64943,12/31/2012,6020050,5196284,0,823766,194468,31637,162256,575
Des Moines Fire Department,64943,12/31/2013,5460355,4640420,0,819935,142156,11261,134725,-3830
Des Moines Fire Department,64943,12/31/2014,5264555,4442969,0,821586,132364,9071,121641,1652
Des Moines Fire Department,64943,12/31/2015,4969724,4146002,0,823722,131355,8531,120688,2136
Des Moines Fire Department,64943,12/31/2016,4757433,3930154,0,827279,172931,18300,151074,3557
Des Moines Fire Department,64943,12/31/2017,4480195,3650603,0,829592,135665,8300,125052,2313
Midwest Utilities,64945,12/31/2005,3007710,2408397,274365,324948,193202,41218,135705,16279
Midwest Utilities,64945,12/31/2006,2902591,2558355,23458,320778,194413,49171,149412,-4170
Midwest Utilities,64945,12/31/2007,2892632,2598599,19947,274086,198229,57189,180162,-39122
Midwest Utilities,64945,12/31/2008,2572020,2268788,39192,264040,197837,48511,159372,-10046
Midwest Utilities,64945,12/31/2009,2614690,2339183,9102,266405,205574,27271,156861,2365
Midwest Utilities,64945,12/31/2010,2296164,1992908,26102,277154,175134,13985,150399,10750
Midwest Utilities,64945,12/31/2011,2184515,1888777,41786,253952,157481,10861,170823,-24203
Scott Schools,64946,12/31/2005,9161915,8335115,16721,810079,539739,52793,388541,98405
Scott Schools,64946,12/31/2006,9608697,8675481,43537,889679,614003,112813,420346,80844
Scott Schools,64946,12/31/2007,10110516,9053522,87490,969504,689080,171801,437545,79734
Scott Schools,64946,12/31/2008,12682584,11595474,42971,1044139,749543,225310,449598,74635
Scott Schools,64946,12/31/2009,15659659,14385664,47573,1226422,854386,199870,454416,182266
Scott Schools,64946,12/31/2010,16110780,14727817,37338,1345625,809656,158986,532044,118626
Scott Schools,64946,12/31/2011,18346189,16880131,38489,1427569,843850,123738,544234,175878
Scott Schools,64946,12/31/2012,18682837,17035926,50982,1595929,850046,98203,583506,168337
Creamery,64963,12/31/2005,1372738,1202400,25092,145246,74335,31955,35130,7250
Creamery,64963,12/31/2006,1219902,1070426,183,149293,67403,35745,27610,4048
Creamery,64963,12/31/2007,1301452,1144273,367,156812,66865,44244,15103,7518
Creamery,64963,12/31/2008,1366191,1206759,367,159065,59981,38713,19014,2254
Creamery,64963,12/31/2009,1420356,1261665,643,158048,59191,23738,26295,-1017
Creamery,64963,12/31/2010,1334192,1175592,552,158048,44245,17619,19870,6756
MHI,64966,12/31/2005,987951,821120,2797,164034,69947,19200,38556,12191
MHI,64966,12/31/2006,965033,752567,26875,185591,70966,20719,28691,21556
MHI,64966,12/31/2007,925065,719952,9538,195575,70193,22200,38008,9985
MHI,64966,12/31/2008,1207683,956136,55798,195749,75614,19450,55990,174
MHI,64966,12/31/2009,1557402,1338658,6334,212410,107228,25320,63813,16661
MHI,64966,12/31/2010,2029008,1738552,56117,234339,137994,43933,72132,21929
River Community,64986,12/31/2018,19172393,16252719,122942,2766374,1015433,100233,768728,145745
River Community,64986,12/31/2005,9291222,7829157,65085,1396980,684005,125213,464873,93919
River Community,64986,12/31/2006,9486696,7880469,76262,1529965,763775,173410,457379,132986
River Community,64986,12/31/2007,10026760,8267355,92132,1667273,827473,203821,486345,137307
River Community,64986,12/31/2008,10593046,8639171,76847,1877028,872460,186854,475851,209755
River Community,64986,12/31/2009,11894038,9759233,77654,2057109,911611,139632,519355,180081
River Community,64986,12/31/2010,12849020,10545187,45494,2251419,859484,115792,549381,194311
River Community,64986,12/31/2011,14569929,12138067,56962,2372210,810295,124748,564757,120790
River Community,64986,12/31/2012,17565308,15097364,95013,2372931,730291,124997,604573,721
River Community,64986,12/31/2013,17602007,15208881,33069,2360057,717343,98981,586417,31945
River Community,64986,12/31/2014,17309914,14861082,61894,2386938,721351,85799,608669,26883
River Community,64986,12/31/2015,17704555,15182229,111974,2410352,750367,73219,654094,23054
River Community,64986,12/31/2016,16101517,13524094,92342,2485452,785929,58131,652697,75101
River Community,64986,12/31/2017,16987627,14206175,141561,2620630,872645,61766,675702,135177
Health Services,64989,12/31/2005,10511900,9561733,51254,898913,590008,126947,473219,-10158
Health Services,64989,12/31/2006,10658798,9710729,56075,891994,691903,157640,541182,-6919
Quaker Oats,64991,12/31/2018,9657089,8128397,37238,1491164,596310,19285,471572,103782
Quaker Oats,64991,12/31/2005,6500172,5295813,47498,1156861,509259,57638,400843,50778
Quaker Oats,64991,12/31/2006,6015982,4708333,55794,1251855,563920,51003,417924,94993
Quaker Oats,64991,12/31/2007,5892976,4448949,123017,1321010,572442,53068,450218,69156
Quaker Oats,64991,12/31/2008,6141829,4740163,40693,1360973,624174,62341,522080,39753
Quaker Oats,64991,12/31/2009,6657427,5256942,39329,1361156,621187,56297,557133,393
Quaker Oats,64991,12/31/2010,6589099,5260639,46809,1281651,630755,45604,664926,-79775
Quaker Oats,64991,12/31/2011,6828699,5504507,39278,1284914,559526,43091,513172,3263
Quaker Oats,64991,12/31/2012,7775835,6443179,35518,1297138,546810,39522,495064,12224
Quaker Oats,64991,12/31/2013,7760680,6411921,34457,1314302,542109,30319,494626,17164
Quaker Oats,64991,12/31/2014,8008638,6633868,42759,1332011,539459,25740,496011,17708
Quaker Oats,64991,12/31/2015,8402426,7107774,43883,1250769,507137,25227,563152,-81242
Quaker Oats,64991,12/31/2016,8339278,6992695,48152,1298431,561768,23396,490710,47662
Quaker Oats,64991,12/31/2017,9280125,7851750,40758,1387064,558993,18720,449619,88633
General Drivers,65021,12/31/2005,3981124,3053348,2000,925776,263862,38779,187386,37697
General Drivers,65021,12/31/2006,3848813,2864891,18306,965616,276759,72112,164640,40007
General Drivers,65021,12/31/2007,4153968,3133212,32024,988732,274522,69916,181491,23115
General Drivers,65021,12/31/2008,4335041,3261954,40303,1032784,266781,74862,147866,44053
General Drivers,65021,12/31/2009,6231839,5138452,53226,1040161,307282,107730,164504,7375
General Drivers,65021,12/31/2010,5925129,4884888,15473,1024768,295804,92563,278319,-75078
General Drivers,65021,12/31/2011,6622917,5615350,16468,991099,251239,67508,204974,-21243
General Drivers,65021,12/31/2012,7129155,6116949,16989,995217,276674,70948,198952,6774
General Drivers,65021,12/31/2013,6766067,5778299,5882,981886,249716,59968,207657,-17909
General Drivers,65021,12/31/2014,6595070,5633226,9111,952733,199152,38327,189976,-29151
Polk County,65039,12/31/2018,5430954,4462857,271,967826,272937,33588,190170,49179
Polk County,65039,12/31/2005,3269465,2518995,2526,747944,189545,38371,121239,29935
Polk County,65039,12/31/2006,3113364,2344666,2624,766074,188059,50002,119848,18209
Polk County,65039,12/31/2007,2964824,2181453,2270,781101,180642,53194,112568,14880
Polk County,65039,12/31/2008,3324786,2521823,1857,801106,183723,57644,106075,20004
Polk County,65039,12/31/2009,3397879,2539257,6412,852210,217277,24244,120749,51101
Polk County,65039,12/31/2010,3705988,2829628,7018,869342,200929,37970,145774,17185
Polk County,65039,12/31/2011,3704154,2833230,4930,869532,198522,27742,174318,-3538
Polk County,65039,12/31/2012,4051986,3180420,2425,865995,182521,32364,147689,2468
Polk County,65039,12/31/2013,4426517,3581679,5939,838899,199532,33194,196581,-30243
Polk County,65039,12/31/2014,4675224,3914319,-2585,763490,177809,17493,236484,-76168
Polk County,65039,12/31/2015,4879709,4101121,-3304,781892,220953,21386,181165,18402
Polk County,65039,12/31/2016,5291732,4454218,-3218,840732,241582,23932,158809,58841
Polk County,65039,12/31/2017,5311830,4396248,-3065,918647,259824,31116,150793,77915
Gas & Electric Employees,65040,12/31/2018,4999134,3251733,208,1747193,162814,28859,87062,46893
Gas & Electric Employees,65040,12/31/2005,4134695,3195153,443,939099,187745,81764,66028,39953
Gas & Electric Employees,65040,12/31/2006,3959131,2980556,4638,973937,194342,92311,67195,34836
Gas & Electric Employees,65040,12/31/2007,3857678,2829577,282,1027819,222646,96255,72513,53878
Gas & Electric Employees,65040,12/31/2008,3983374,2903988,570,1078816,210664,86590,73078,50996
Gas & Electric Employees,65040,12/31/2009,4389854,3226468,513,1162873,256789,78970,89309,83992
Gas & Electric Employees,65040,12/31/2010,4549731,3306566,1894,1241271,231739,57300,83009,91430
Gas & Electric Employees,65040,12/31/2011,4745605,3432373,16556,1296676,210882,48799,106683,55400
Gas & Electric Employees,65040,12/31/2012,4939796,3570619,12146,1357031,226367,48829,117182,60356
Gas & Electric Employees,65040,12/31/2013,5201149,3766837,11818,1422494,185011,34795,84759,65457
Gas & Electric Employees,65040,12/31/2014,5357306,3851959,6381,1498966,190642,33006,81159,76477
Gas & Electric Employees,65040,12/31/2015,5635553,4064250,4000,1567303,179758,33312,78109,68337
Gas & Electric Employees,65040,12/31/2016,5392942,3750617,0,1642325,181084,32284,73778,75022
Gas & Electric Employees,65040,12/31/2017,5301284,3600464,520,1700300,165872,29732,78165,57975
RACOM Community,65043,12/31/2005,9320072,8192546,22169,1105357,607299,167915,457565,-18181
RACOM Community,65043,12/31/2006,9696120,8486569,39169,1170382,641302,223846,384217,33239
RACOM Community,65043,12/31/2007,10634088,9426353,37749,1169986,705438,262245,443589,-396
RACOM Community,65043,12/31/2008,10873277,9591325,39043,1242909,730415,238540,418952,72923
RACOM Community,65043,12/31/2009,11071016,9794357,37344,1239315,721566,179314,467734,-3594
RACOM Community,65043,12/31/2010,11693966,10422223,13197,1258546,642220,124670,498320,19230
RACOM Community,65043,12/31/2011,11743718,10433416,29810,1280492,620500,84384,514170,21946
St Ludmila's,65062,12/31/2018,339214,228813,502,109538,10244,361,9840,43
St Ludmila's,65062,12/31/2005,574384,463707,9320,101357,29728,9094,17364,3270
St Ludmila's,65062,12/31/2006,407740,295853,8483,103404,28147,7582,18518,2047
St Ludmila's,65062,12/31/2007,372549,261871,5813,104865,23314,4912,16941,1461
St Ludmila's,65062,12/31/2008,384534,276988,2387,105159,18495,1367,16834,294
St Ludmila's,65062,12/31/2009,382083,273747,1825,106511,19115,1368,16394,1353
St Ludmila's,65062,12/31/2010,379100,271528,1132,106440,16562,670,15434,458
St Ludmila's,65062,12/31/2011,374910,266984,1395,106531,14861,957,13812,92
St Ludmila's,65062,12/31/2012,377680,268960,1742,106978,15387,1278,13662,447
St Ludmila's,65062,12/31/2013,383299,274322,1833,107144,13505,1336,12003,166
St Ludmila's,65062,12/31/2014,409584,301474,942,107168,12621,445,12152,24
St Ludmila's,65062,12/31/2015,373396,262166,1921,109309,15937,1424,12372,2141
St Ludmila's,65062,12/31/2016,379374,268578,1403,109393,10951,901,9965,85
St Ludmila's,65062,12/31/2017,355464,244579,502,109495,10977,888,9987,102
UNI,65071,12/31/2018,21785011,18542516,47873,3017290,827622,24827,612319,161923
UNI,65071,12/31/2005,13344786,11501365,42638,1800783,805029,139264,529364,136401
UNI,65071,12/31/2006,13527042,11501837,86965,1938240,836164,175993,522714,137457
UNI,65071,12/31/2007,14430016,12320513,61673,2047830,953141,266609,576944,109588
UNI,65071,12/31/2008,15264884,13079843,57208,2127833,911231,231292,599936,80003
UNI,65071,12/31/2009,16547299,14297891,58801,2190607,928222,176124,577604,62774
UNI,65071,12/31/2010,16826460,14510408,64544,2251508,827029,138448,642730,45851
UNI,65071,12/31/2011,17483911,15086490,66451,2330970,796553,134318,582773,79462
UNI,65071,12/31/2012,20470314,17619751,45358,2631988,889560,121293,721200,47067
UNI,65071,12/31/2013,20088482,17281181,53474,2580610,784224,76165,759438,-51379
UNI,65071,12/31/2014,18806745,15730468,268543,2634517,743654,57346,632401,53907
UNI,65071,12/31/2015,20421746,17490831,48538,2709160,716050,48253,593153,74644
UNI,65071,12/31/2016,21225020,18210334,46346,2795123,718317,45851,586503,85963
UNI,65071,12/31/2017,22058048,18976781,49939,2855363,744059,25016,638684,60241
Community Choice,65078,12/31/2018,506691731,425992361,5289099,55874367,32380712,1485045,25111766,5674493
Community Choice,65078,12/31/2005,170285490,151662246,954648,17668596,11194212,1796356,7516776,1881080
Community Choice,65078,12/31/2006,196887922,174703046,1131497,21053379,14418344,3349428,8735051,2333865
Community Choice,65078,12/31/2007,212718958,188145413,1214078,23359467,16524013,4641782,9576142,2306089
Community Choice,65078,12/31/2008,229823510,204727128,1281588,23814794,16308151,4083338,11769486,455327
Community Choice,65078,12/31/2009,285674643,238157291,21494232,26023120,18347894,3343825,12154353,2208326
Community Choice,65078,12/31/2010,304797856,275242052,1563996,27991808,18104969,2916880,13219402,1968687
Community Choice,65078,12/31/2011,334723036,305546075,1971957,27489339,19242303,2769426,16970285,-497408
Community Choice,65078,12/31/2012,371262474,339026403,2068579,29797586,20102182,2315546,15483449,2303187
Community Choice,65078,12/31/2013,390596519,355448829,2141618,33006072,21567796,1669855,16734122,3163819
Community Choice,65078,12/31/2014,436112363,391729026,4819991,39604122,21438043,1412005,17659977,2366061
Community Choice,65078,12/31/2015,445633483,399775791,3141099,43021016,23914538,1240436,19257208,3416894
Community Choice,65078,12/31/2016,458261123,406983664,4966321,46423706,26669686,1189756,22350586,3129344
Community Choice,65078,12/31/2017,476856887,419033425,7943902,49827605,29512880,1289469,24851174,3372237
Eagle Rock,65106,12/31/2005,1419526,1057436,205372,156718,124776,27877,70669,26230
Eagle Rock,65106,12/31/2006,1358056,851700,329087,177269,129329,28983,79795,20551
Eagle Rock,65106,12/31/2007,1406954,966756,233330,206868,128115,38946,59669,29500
Eagle Rock,65106,12/31/2008,1667296,1475109,3247,188940,131744,52962,96710,-17928
Eagle Rock,65106,12/31/2009,2068926,1857064,3542,208320,147409,47603,67960,20895
Eagle Rock,65106,12/31/2010,2338777,2092399,4236,242142,151005,32464,84412,34129
Eagle Rock,65106,12/31/2011,3449350,3180541,77,268732,233097,34575,380031,-181509
Dapako,65107,12/31/2005,478964,298513,2059,178392,37408,6675,24870,5863
Dapako,65107,12/31/2006,467409,285321,1724,180364,36313,8645,25696,1972
Dapako,65107,12/31/2007,624227,438686,718,184823,39443,12394,22590,4459
Dapako,65107,12/31/2008,660774,471320,961,188493,43630,15778,24181,3671
Dapako,65107,12/31/2009,762777,564886,2086,195805,50056,14241,24528,7796
Dapako,65107,12/31/2010,893967,683381,2487,208099,53137,12204,28660,12273
Urbandale Municipal Employees,65131,12/31/2005,1293174,1102576,0,190598,56270,29373,15078,11819
Urbandale Municipal Employees,65131,12/31/2006,1348617,1143843,0,204774,68487,42541,11770,14176
Urbandale Municipal Employees,65131,12/31/2007,1466455,1248808,0,217647,75464,51916,10675,12873
Urbandale Municipal Employees,65131,12/31/2008,1408350,1179046,0,229304,51648,30764,9227,11657
Urbandale Municipal Employees,65131,12/31/2009,1442684,1201625,1768,239291,50359,16887,11768,9987
Urbandale Municipal Employees,65131,12/31/2010,1498293,1248679,1768,247846,37342,15741,13042,8559
Urbandale Municipal Employees,65131,12/31/2011,1494949,1236753,1769,256427,38121,14082,15458,8581
Urbandale Municipal Employees,65131,12/31/2012,1447590,1184009,0,263581,30682,13720,9809,7153
St Athanasius,65136,12/31/2018,838069,735749,315,102005,44286,14734,29071,481
St Athanasius,65136,12/31/2005,709548,621104,384,88060,38917,10480,26848,1589
St Athanasius,65136,12/31/2006,658587,482600,85023,90964,39442,12362,24176,2904
St Athanasius,65136,12/31/2007,574961,483276,405,91280,37030,10530,26184,316
St Athanasius,65136,12/31/2008,545744,453238,606,91900,36354,10318,25416,620
St Athanasius,65136,12/31/2009,418167,323996,2203,91968,37218,8878,24468,68
St Athanasius,65136,12/31/2010,424478,332694,606,91178,29330,6532,23570,-772
St Athanasius,65136,12/31/2011,455324,363786,225,91313,29417,5604,23468,345
St Athanasius,65136,12/31/2012,520129,426611,658,92860,38323,6593,30183,1547
St Athanasius,65136,12/31/2013,551214,427064,30274,93876,42389,6946,34427,1016
St Athanasius,65136,12/31/2014,624813,526292,1368,97153,44091,7889,32926,3276
St Athanasius,65136,12/31/2015,656232,555806,380,100046,45107,10993,32254,1860
St Athanasius,65136,12/31/2016,667732,566005,526,101201,45508,11906,32447,1155
St Athanasius,65136,12/31/2017,813217,711294,400,101523,44933,13988,30543,323
Courier Employees,65140,12/31/2005,201054,176378,1867,22809,17278,3663,13551,64
Courier Employees,65140,12/31/2006,183858,111674,59001,13183,16666,2557,23735,-9626
Serve,65150,12/31/2018,69275786,57256714,950388,10587490,3245723,209197,2278748,648213
Des Moines Police Officers,65150,12/31/2005,22229872,18414455,371621,3443796,1155238,360141,615887,179210
Des Moines Police Officers,65150,12/31/2006,21867544,17954870,223080,3689594,1231292,434519,550973,245800
Des Moines Police Officers,65150,12/31/2007,22599102,18409616,255195,3934291,1372021,509589,617736,244696
Des Moines Police Officers,65150,12/31/2008,24938511,20647888,101746,4188877,1469113,496881,717646,254586
Des Moines Police Officers,65150,12/31/2009,29045775,24333943,119169,4592663,1816153,452423,816515,403788
Des Moines Police Officers,65150,12/31/2010,31964367,26709642,302080,4952645,1590425,391156,839289,359980
Des Moines Police Officers,65150,12/31/2011,35189677,29197301,703478,5288898,1605498,367088,902157,336253
Des Moines Police Officers,65150,12/31/2012,39658100,33531169,438756,5688175,1621175,337612,884286,399277
Des Moines Police Officers,65150,12/31/2013,42450094,35948097,429976,6072021,1605496,284729,936921,383846
Des Moines Police Officers,65150,12/31/2014,44704804,37676632,517959,6510213,1735001,245679,1051129,438193
Des Moines Police Officers,65150,12/31/2015,51685051,42891905,1250155,7542991,2028533,213962,1216168,598403
Des Moines Police Officers,65150,12/31/2016,65084365,55234812,552066,9297487,2589812,221645,1895849,472318
Serve,65150,12/31/2017,66987919,55927796,1104144,9939277,2867761,167522,1993756,632272
Town and Country,65168,12/31/2018,26408172,22029187,145328,2616808,1681410,174338,1335059,117583
Town and Country,65168,12/31/2005,5652434,4637844,292697,721893,435209,51951,318239,65019
Town and Country,65168,12/31/2006,7322849,6445009,84638,793202,654268,154092,428868,71308
Town and Country,65168,12/31/2007,9931108,8899177,112241,919690,981375,337969,516918,126488
Town and Country,65168,12/31/2008,10624206,9494556,93999,1035651,1010451,290154,604336,115961
Town and Country,65168,12/31/2009,13017779,11697467,95138,1225174,1134708,291355,653341,117522
Town and Country,65168,12/31/2010,12483638,11062133,59766,1361739,1062274,159065,749714,153495
Town and Country,65168,12/31/2011,12829091,11217039,48713,1563339,1098298,108063,788635,201600
Town and Country,65168,12/31/2012,15902086,14070823,70458,1760805,1139765,102969,839330,197466
Town and Country,65168,12/31/2013,16708437,14727576,66496,1914365,1107843,92022,862261,153560
Town and Country,65168,12/31/2014,16988786,14853959,61143,2073684,1072596,73487,839790,159319
Town and Country,65168,12/31/2015,18542950,16292448,58707,2191795,1167570,62041,987417,118112
Town and Country,65168,12/31/2016,21956540,18051330,1619887,2285323,1297315,75059,1128731,93525
Town and Country,65168,12/31/2017,24558898,19407450,15603,2499226,1528254,96863,1190430,213904
Waterloo Firemen's,65193,12/31/2018,2192297,1935017,0,256764,49972,16593,32315,1064
Waterloo Firemen's,65193,12/31/2005,1681105,1444770,141,236194,79114,30128,46578,2408
Waterloo Firemen's,65193,12/31/2006,1632227,1396382,134,235711,87869,33997,54356,-484
Waterloo Firemen's,65193,12/31/2007,1656750,1418677,174,237899,84717,37940,44588,2189
Waterloo Firemen's,65193,12/31/2008,1767842,1521916,2471,243455,89749,35069,54230,450
Waterloo Firemen's,65193,12/31/2009,2019275,1770683,4874,243718,96897,33925,49843,264
Waterloo Firemen's,65193,12/31/2010,2201832,1950796,5485,245551,86038,24232,59973,1833
Waterloo Firemen's,65193,12/31/2011,2172029,1918153,1185,252691,75990,11288,58631,6071
Waterloo Firemen's,65193,12/31/2012,2121149,1869088,1289,250772,67616,9999,59349,-1732
Waterloo Firemen's,65193,12/31/2013,2171603,1922798,2424,246381,55689,9038,51042,-4391
Waterloo Firemen's,65193,12/31/2014,1998876,1751702,219,246955,50635,4357,46165,113
Waterloo Firemen's,65193,12/31/2015,2054640,1800333,263,254044,53765,6150,40527,7088
Waterloo Firemen's,65193,12/31/2016,1868097,1612404,732,254961,47081,5774,40391,916
Waterloo Firemen's,65193,12/31/2017,1934439,1679641,-53,254500,48944,5761,43643,-460
USDA,65195,12/31/2005,3907577,3298407,6534,602636,253409,30278,199994,23137
USDA,65195,12/31/2006,3788319,3177820,529,609970,270557,51666,211556,7335
USDA,65195,12/31/2007,3599435,2978298,5894,615243,270921,54868,210780,5273
USDA,65195,12/31/2008,4061093,3438481,5546,617066,264586,58844,203919,1823
USDA,65195,12/31/2009,4418738,3787993,3504,627241,271925,43065,190128,10172
USDA,65195,12/31/2010,4255100,3620652,1118,633330,233539,23320,204128,6091
USDA,65195,12/31/2011,4147809,3545157,3152,599500,199181,13928,219083,-33830
USDA,65195,12/31/2012,4072041,3532864,3409,535768,177804,8166,233370,-63732
USDA,65195,12/31/2013,3927868,3426921,-1238,502185,153357,5660,181281,-33584
USDA,65195,12/31/2014,3874062,3408578,3492,461992,157826,5197,192822,-40193
Morrison Employees,65199,12/31/2018,1802441,1286924,0,509431,33624,8237,21681,3706
Morrison Employees,65199,12/31/2005,1845382,1413413,10713,421256,75380,29195,31360,14825
Morrison Employees,65199,12/31/2006,1699720,1247632,11040,441048,84152,33992,30368,19792
Morrison Employees,65199,12/31/2007,1474642,1002172,9550,462920,80968,29037,30059,21872
Morrison Employees,65199,12/31/2008,1526789,1043986,9620,473183,67508,27585,28160,11763
Morrison Employees,65199,12/31/2009,1537055,1049432,5389,482234,66611,20355,28447,9051
Morrison Employees,65199,12/31/2010,1686425,1188088,4480,493857,57368,14863,30882,11623
Morrison Employees,65199,12/31/2011,1750197,1253753,1732,494712,43085,8689,31218,3178
Morrison Employees,65199,12/31/2012,1694883,1185442,5539,503902,44290,9083,26018,9189
Morrison Employees,65199,12/31/2013,1692441,1185057,2639,504745,31600,5689,25068,843
Morrison Employees,65199,12/31/2014,1568396,1053968,10242,504186,26990,4517,21939,534
Morrison Employees,65199,12/31/2015,1657819,1149163,2914,505742,28812,5836,21421,1555
Morrison Employees,65199,12/31/2016,1484460,979441,611,504408,23427,2937,21824,-1334
Morrison Employees,65199,12/31/2017,1640719,1134264,0,505725,25510,2511,21682,1317
Circle K,65201,12/31/2005,1087161,849216,4784,233161,51979,16292,28666,7021
Circle K,65201,12/31/2006,940786,697612,4354,238820,50254,17242,27353,5659
Circle K,65201,12/31/2007,900112,648743,5813,245556,52005,18366,26903,6736
Circle K,65201,12/31/2008,906352,652709,4816,248827,43668,14645,25753,3270
Circle K,65201,12/31/2009,837347,586822,3293,247232,38028,8983,25181,-1595
Circle K,65201,12/31/2010,810196,558051,667,251478,30654,2339,24069,4246
Circle K,65201,12/31/2011,766595,519923,516,246156,21249,1293,25278,-5322
Firestone,65204,12/31/2005,3294323,2666169,12886,615268,190907,47874,137226,5807
Firestone,65204,12/31/2006,2865877,2227135,20220,618522,196207,46756,143823,5628
Firestone,65204,12/31/2007,2525718,1878936,22215,624567,193885,45163,142677,6045
Firestone,65204,12/31/2008,2587638,1999674,11820,576144,178563,42279,184706,-48422
Bandag Employees,65233,12/31/2005,5836373,5084136,23056,729181,346730,62855,251957,31918
Bandag Employees,65233,12/31/2006,5477669,4736008,11672,729989,374481,91636,280529,2316
CENT,65238,12/31/2018,51073906,43628327,139937,7305642,2938902,88610,2696202,10700
CENT,65238,12/31/2005,21867067,18738023,84143,3045094,1224603,226620,719041,278942
CENT,65238,12/31/2006,22514770,19107147,88881,3320423,1306545,293326,737195,276024
CENT,65238,12/31/2007,23346219,19675626,79886,3592600,1462783,388504,797802,276477
CENT,65238,12/31/2008,25596630,21617865,84207,3893263,1498972,385670,812641,300661
CENT,65238,12/31/2009,28949219,24650656,105508,4187933,1482877,346747,802460,290121
CENT,65238,12/31/2010,29662921,25132771,73931,4447433,1458453,259631,933269,265553
CENT,65238,12/31/2011,30594558,25745433,88117,4753576,1405613,187645,911825,306143
CENT,65238,12/31/2012,36831350,30917181,76042,5834015,1502581,155341,1024197,323043
CENT,65238,12/31/2013,37292438,31206389,48268,6035810,1390636,118884,1069817,201935
CENT,65238,12/31/2014,38326589,32046420,63469,6216700,1363122,61162,1121070,180890
CENT,65238,12/31/2015,40758033,33873479,118257,6766297,1800083,43751,1436558,319774
CENT,65238,12/31/2016,43899029,36549521,212743,7134882,2010857,90744,1574665,345448
